"","task","description","start","finish","duration","duration_hrs","note","category","date"
"1009","theta",NA,2018-10-16 09:12:00,2018-10-16 09:13:00,00:00:58,0.0163573,NA,"theta",2018-10-16
"1010","psi",NA,2018-10-16 09:13:00,2018-10-16 09:17:00,00:03:34,0.0595886,NA,"psi",2018-10-16
"1011","theta",NA,2018-10-16 09:17:00,2018-10-16 09:24:00,00:07:27,0.1244225,NA,"theta",2018-10-16
"1012","review",NA,2018-10-17 07:54:00,2018-10-17 07:57:00,00:02:23,0.0397359,NA,"psi",2018-10-17
"1013","psi",NA,2018-10-17 07:57:00,2018-10-17 08:00:00,00:03:45,0.0625643,NA,"psi",2018-10-17
"1014","psi",NA,2018-10-17 08:00:00,2018-10-17 08:02:00,00:01:20,0.0222763,NA,"psi",2018-10-17
"1015","review",NA,2018-10-17 08:02:00,2018-10-17 08:02:00,00:00:01,0.0004378,NA,"psi",2018-10-17
"1016","review",NA,2018-10-18 11:27:00,2018-10-18 11:55:00,00:27:44,0.4623187,NA,"psi",2018-10-18
"1017","psi",NA,2018-10-18 12:05:00,2018-10-18 12:05:00,00:00:05,0.0016018,NA,"psi",2018-10-18
"1018","theta",NA,2018-10-18 12:26:00,2018-10-18 12:27:00,00:00:00,0.0002531,NA,"theta",2018-10-18
"1019","psi",NA,2018-10-18 12:27:00,2018-10-18 12:39:00,00:12:32,0.2091167,NA,"psi",2018-10-18
"1020","phi",NA,2018-10-18 12:39:00,2018-10-18 12:44:00,00:04:55,0.0821367,NA,"phi",2018-10-18
"1021","psi",NA,2018-10-18 12:44:00,2018-10-18 12:50:00,00:05:51,0.0975494,NA,"psi",2018-10-18
"1022","phi",NA,2018-10-18 13:01:00,2018-10-18 13:06:00,00:05:00,0.0835533,NA,"phi",2018-10-18
"1023","phi",NA,2018-10-18 13:12:00,2018-10-18 13:25:00,00:13:02,0.217299,NA,"phi",2018-10-18
"1024","psi",NA,2018-10-18 13:25:00,2018-10-18 13:39:00,00:13:37,0.227165,NA,"psi",2018-10-18
"1025","phi",NA,2018-10-18 13:54:00,2018-10-18 14:25:00,00:31:02,0.5174938,NA,"phi",2018-10-18
"1026","phi",NA,2018-10-18 14:33:00,2018-10-18 14:45:00,00:11:46,0.1962178,NA,"phi",2018-10-18
"1027","psi",NA,2018-10-18 15:14:00,2018-10-18 15:14:00,00:00:46,0.0127979,NA,"psi",2018-10-18
"1028","phi",NA,2018-10-18 15:14:00,2018-10-18 16:52:00,01:37:26,1.6240126,NA,"phi",2018-10-18
"1029","phi",NA,2018-10-19 08:32:00,2018-10-19 08:33:00,00:00:16,0.0047102,NA,"phi",2018-10-19
"1030","phi",NA,2018-10-19 08:40:00,2018-10-19 08:45:00,00:04:20,0.0723398,NA,"phi",2018-10-19
"1031","phi",NA,2018-10-19 08:47:00,2018-10-19 08:54:00,00:06:37,0.1103218,NA,"phi",2018-10-19
"1032","phi",NA,2018-10-19 09:00:00,2018-10-19 09:11:00,00:11:31,0.1921517,NA,"phi",2018-10-19
"1033","review",NA,2018-10-21 19:04:00,2018-10-21 19:10:00,00:05:34,0.0927786,NA,"psi",2018-10-21
"1034","psi",NA,2018-10-21 19:10:00,2018-10-21 19:12:00,00:01:32,0.0257991,NA,"psi",2018-10-21
"1035","psi",NA,2018-10-21 19:12:00,2018-10-21 19:27:00,00:15:21,0.256092,NA,"psi",2018-10-21
"1036","psi",NA,2018-10-21 19:27:00,2018-10-21 19:42:00,00:14:52,0.24783,NA,"psi",2018-10-21
"1037","review",NA,2018-10-21 19:54:00,2018-10-21 19:57:00,00:02:34,0.0429144,NA,"psi",2018-10-21
"1038","phi",NA,2018-10-21 19:57:00,2018-10-21 20:00:00,00:02:58,0.0494989,NA,"phi",2018-10-21
"1039","phi",NA,2018-10-21 20:07:00,2018-10-21 20:18:00,00:10:50,0.180824,NA,"phi",2018-10-21
"1040","review",NA,2018-10-22 03:45:00,2018-10-22 03:46:00,00:01:18,0.0218309,NA,"psi",2018-10-22
"1041","psi",NA,2018-10-22 03:46:00,2018-10-22 03:50:00,00:04:14,0.0707172,NA,"psi",2018-10-22
"1042","psi",NA,2018-10-22 03:50:00,2018-10-22 03:58:00,00:07:24,0.1235531,NA,"psi",2018-10-22
"1043","phi",NA,2018-10-22 04:17:00,2018-10-22 04:19:00,00:02:00,0.0335608,NA,"phi",2018-10-22
"1044","psi",NA,2018-10-22 04:19:00,2018-10-22 04:19:00,00:00:00,0.0001331,NA,"psi",2018-10-22
"1045","theta",NA,2018-10-22 04:19:00,2018-10-22 04:23:00,00:03:42,0.0617841,NA,"theta",2018-10-22
"1046","psi",NA,2018-10-22 04:23:00,2018-10-22 04:23:00,00:00:39,0.0110671,NA,"psi",2018-10-22
"1047","phi",NA,2018-10-22 04:23:00,2018-10-22 04:24:00,00:00:33,0.0092538,NA,"phi",2018-10-22
"1048","theta",NA,2018-10-22 04:33:00,2018-10-22 04:34:00,00:01:08,0.019003,NA,"theta",2018-10-22
"1049","psi",NA,2018-10-22 04:34:00,2018-10-22 04:45:00,00:10:23,0.173237,NA,"psi",2018-10-22
"1050","psi",NA,2018-10-22 04:45:00,2018-10-22 04:47:00,00:02:25,0.0405479,NA,"psi",2018-10-22
"1051","review",NA,2018-10-22 07:45:00,2018-10-22 07:46:00,00:00:33,0.0092283,NA,"psi",2018-10-22
"1052","theta",NA,2018-10-22 12:33:00,2018-10-22 12:43:00,00:09:10,0.1529849,NA,"theta",2018-10-22
"1053","psi",NA,2018-10-22 12:43:00,2018-10-22 12:56:00,00:12:54,0.2151446,NA,"psi",2018-10-22
"1054","phi",NA,2018-10-22 13:20:00,2018-10-22 13:25:00,00:05:10,0.0863287,NA,"phi",2018-10-22
"1055","theta",NA,2018-10-22 13:25:00,2018-10-22 13:28:00,00:03:06,0.0519431,NA,"theta",2018-10-22
"1056","review",NA,2018-10-22 13:30:00,2018-10-22 13:31:00,00:00:56,0.0157873,NA,"psi",2018-10-22
"1057","psi",NA,2018-10-22 14:55:00,2018-10-22 14:56:00,00:01:07,0.0187854,NA,"psi",2018-10-22
"1058","phi",NA,2018-10-22 14:56:00,2018-10-22 15:18:00,00:22:26,0.3741063,NA,"phi",2018-10-22
"1059","theta",NA,2018-10-23 07:27:00,2018-10-23 07:32:00,00:04:14,0.0707694,NA,"theta",2018-10-23
"1060","phi",NA,2018-10-23 13:18:00,2018-10-23 13:21:00,00:03:06,0.0518455,NA,"phi",2018-10-23
"1061","phi",NA,2018-10-23 13:21:00,2018-10-23 13:33:00,00:12:01,0.2002841,NA,"phi",2018-10-23
"1062","psi",NA,2018-10-23 13:44:00,2018-10-23 13:44:00,00:00:01,0.0004718,NA,"psi",2018-10-23
"1063","phi",NA,2018-10-23 13:54:00,2018-10-23 14:07:00,00:13:44,0.2288971,NA,"phi",2018-10-23
"1064","psi",NA,2018-10-23 14:07:00,2018-10-23 14:13:00,00:05:42,0.095017,NA,"psi",2018-10-23
"1065","review",NA,2018-10-23 14:13:00,2018-10-23 14:14:00,00:00:38,0.0107493,NA,"psi",2018-10-23
"1066","phi",NA,2018-10-23 14:28:00,2018-10-23 14:29:00,00:01:07,0.0188352,NA,"phi",2018-10-23
"1067","theta",NA,2018-10-23 14:33:00,2018-10-23 14:39:00,00:05:52,0.0980357,NA,"theta",2018-10-23
"1068","psi",NA,2018-10-23 14:39:00,2018-10-23 14:40:00,00:01:19,0.0220554,NA,"psi",2018-10-23
"1069","phi",NA,2018-10-23 14:40:00,2018-10-23 14:44:00,00:03:23,0.0566494,NA,"phi",2018-10-23
"1070","review",NA,2018-10-23 14:44:00,2018-10-23 14:45:00,00:01:15,0.0209209,NA,"psi",2018-10-23
"1071","phi",NA,2018-10-23 14:45:00,2018-10-23 14:59:00,00:14:03,0.2343451,NA,"phi",2018-10-23
"1072","psi",NA,2018-10-24 13:46:00,2018-10-24 13:50:00,00:03:09,0.0526959,NA,"psi",2018-10-24
"1073","psi",NA,2018-10-24 13:50:00,2018-10-24 13:52:00,00:02:37,0.0437769,NA,"psi",2018-10-24
"1074","review",NA,2018-10-24 19:11:00,2018-10-24 19:15:00,00:03:32,0.0591155,NA,"psi",2018-10-24
"1075","psi",NA,2018-10-24 19:15:00,2018-10-24 19:16:00,00:01:04,0.0179381,NA,"psi",2018-10-24
"1076","psi",NA,2018-10-24 19:33:00,2018-10-24 19:36:00,00:03:10,0.0529504,NA,"psi",2018-10-24
"1077","review",NA,2018-10-24 19:36:00,2018-10-24 19:38:00,00:01:52,0.0313668,NA,"psi",2018-10-24
"1078","phi",NA,2018-10-24 19:38:00,2018-10-24 19:40:00,00:02:04,0.0346977,NA,"phi",2018-10-24
"1079","phi",NA,2018-10-24 20:33:00,2018-10-24 20:41:00,00:07:26,0.1240708,NA,"phi",2018-10-24
"1080","review",NA,2018-10-24 20:41:00,2018-10-24 20:48:00,00:06:52,0.1144728,NA,"psi",2018-10-24
"1081","psi",NA,2018-10-24 20:48:00,2018-10-24 20:53:00,00:05:49,0.0971973,NA,"psi",2018-10-24
"1082","theta",NA,2018-10-24 20:53:00,2018-10-24 20:53:00,00:00:00,0.0002128,NA,"theta",2018-10-24
"1083","review",NA,2018-10-25 07:24:00,2018-10-25 07:28:00,00:04:06,0.0686043,NA,"psi",2018-10-25
"1084","psi",NA,2018-10-25 07:28:00,2018-10-25 07:30:00,00:01:17,0.0214615,NA,"psi",2018-10-25
"1085","psi",NA,2018-10-25 07:30:00,2018-10-25 07:50:00,00:20:07,0.3353083,NA,"psi",2018-10-25
"1086","phi",NA,2018-10-25 07:50:00,2018-10-25 08:03:00,00:13:36,0.2269243,NA,"phi",2018-10-25
"1087","review",NA,2018-10-25 12:36:00,2018-10-25 12:38:00,00:02:01,0.0337372,NA,"psi",2018-10-25
"1088","phi",NA,2018-10-25 12:38:00,2018-10-25 12:42:00,00:03:20,0.0557065,NA,"phi",2018-10-25
"1089","psi",NA,2018-10-25 12:42:00,2018-10-25 12:49:00,00:07:19,0.1219787,NA,"psi",2018-10-25
"1090","phi",NA,2018-10-25 13:45:00,2018-10-25 13:49:00,00:04:27,0.0741677,NA,"phi",2018-10-25
"1091","psi",NA,2018-10-25 13:49:00,2018-10-25 14:20:00,00:31:04,0.5178405,NA,"psi",2018-10-25
"1092","phi",NA,2018-10-25 14:49:00,2018-10-25 15:10:00,00:21:08,0.3524795,NA,"phi",2018-10-25
"1093","theta",NA,2018-10-25 15:10:00,2018-10-25 15:12:00,00:02:30,0.0418075,NA,"theta",2018-10-25
"1094","psi",NA,2018-10-25 15:12:00,2018-10-25 15:15:00,00:02:16,0.0378464,NA,"psi",2018-10-25
"1095","review",NA,2018-10-25 16:23:00,2018-10-25 16:24:00,00:00:24,0.006719,NA,"psi",2018-10-25
"1096","phi",NA,2018-10-25 16:24:00,2018-10-25 16:47:00,00:23:36,0.3934432,NA,"phi",2018-10-25
"1097","psi",NA,2018-10-25 17:38:00,2018-10-25 17:44:00,00:06:11,0.1031099,NA,"psi",2018-10-25
"1098","phi",NA,2018-10-25 17:44:00,2018-10-25 18:01:00,00:17:07,0.2853786,NA,"phi",2018-10-25
"1099","psi",NA,2018-10-25 18:15:00,2018-10-25 18:27:00,00:12:19,0.2055485,NA,"psi",2018-10-25
"1100","review",NA,2018-10-25 18:28:00,2018-10-25 18:33:00,00:05:31,0.0920055,NA,"psi",2018-10-25
"1101","phi",NA,2018-10-25 18:33:00,2018-10-25 18:54:00,00:20:26,0.3407195,NA,"phi",2018-10-25
"1102","psi",NA,2018-10-25 18:54:00,2018-10-25 19:14:00,00:19:44,0.3288956,NA,"psi",2018-10-25
"1103","review",NA,2018-10-25 19:14:00,2018-10-25 19:15:00,00:00:54,0.015158,NA,"psi",2018-10-25
"1104","phi",NA,2018-10-25 19:25:00,2018-10-25 19:35:00,00:10:01,0.1670675,NA,"phi",2018-10-25
"1105","review",NA,2018-10-25 19:35:00,2018-10-25 19:49:00,00:14:02,0.2339442,NA,"psi",2018-10-25
"1106","phi",NA,2018-10-25 19:49:00,2018-10-25 20:06:00,00:16:13,0.2703008,NA,"phi",2018-10-25
"1107","phi",NA,2018-10-25 20:06:00,2018-10-25 20:19:00,00:13:12,0.2201444,NA,"phi",2018-10-25
"1108","review",NA,2018-10-26 12:25:00,2018-10-26 12:29:00,00:04:02,0.0674877,NA,"psi",2018-10-26
"1109","psi",NA,2018-10-26 12:29:00,2018-10-26 12:33:00,00:03:38,0.0606421,NA,"psi",2018-10-26
"1110","review",NA,2018-10-26 12:33:00,2018-10-26 12:33:00,00:00:06,0.0018261,NA,"psi",2018-10-26
"1111","psi",NA,2018-10-26 12:33:00,2018-10-26 12:45:00,00:12:11,0.2032928,NA,"psi",2018-10-26
"1112","review",NA,2018-10-26 12:45:00,2018-10-26 12:45:00,00:00:02,0.0005903,NA,"psi",2018-10-26
"1113","psi",NA,2018-10-26 12:45:00,2018-10-26 12:47:00,00:01:22,0.0228441,NA,"psi",2018-10-26
"1114","review",NA,2018-10-26 12:47:00,2018-10-26 12:48:00,00:01:28,0.0245659,NA,"psi",2018-10-26
"1115","phi",NA,2018-10-26 12:53:00,2018-10-26 13:00:00,00:07:08,0.1191556,NA,"phi",2018-10-26
"1116","theta",NA,2018-10-26 13:00:00,2018-10-26 13:04:00,00:03:56,0.0655699,NA,"theta",2018-10-26
"1117","psi",NA,2018-10-26 13:04:00,2018-10-26 13:13:00,00:08:17,0.1382529,NA,"psi",2018-10-26
"1118","phi",NA,2018-10-26 13:13:00,2018-10-26 13:13:00,00:00:01,0.0003679,NA,"phi",2018-10-26
"1119","phi",NA,2018-10-26 13:13:00,2018-10-26 13:26:00,00:13:30,0.22506,NA,"phi",2018-10-26
"1120","theta",NA,2018-10-26 13:26:00,2018-10-26 13:26:00,00:00:07,0.0021005,NA,"theta",2018-10-26
"1121","review",NA,2018-10-26 13:26:00,2018-10-26 13:28:00,00:01:48,0.0300139,NA,"psi",2018-10-26
"1122","psi",NA,2018-10-26 13:28:00,2018-10-26 13:47:00,00:18:53,0.314745,NA,"psi",2018-10-26
"1123","review",NA,2018-10-26 14:07:00,2018-10-26 14:07:00,00:00:43,0.0120402,NA,"psi",2018-10-26
"1124","phi",NA,2018-10-26 14:07:00,2018-10-26 14:28:00,00:20:15,0.3376861,NA,"phi",2018-10-26
"1125","theta",NA,2018-10-26 14:28:00,2018-10-26 14:29:00,00:01:35,0.0265323,NA,"theta",2018-10-26
"1126","psi",NA,2018-10-26 14:29:00,2018-10-26 14:37:00,00:07:42,0.1284643,NA,"psi",2018-10-26
"1127","phi",NA,2018-10-26 14:37:00,2018-10-26 14:57:00,00:19:58,0.3328462,NA,"phi",2018-10-26
"1128","review",NA,2018-10-26 14:57:00,2018-10-26 14:58:00,00:00:33,0.009386,NA,"psi",2018-10-26
"1129","phi",NA,2018-10-26 15:25:00,2018-10-26 15:49:00,00:23:46,0.396269,NA,"phi",2018-10-26
"1130","phi",NA,2018-10-26 15:49:00,2018-10-26 16:12:00,00:23:49,0.3969918,NA,"phi",2018-10-26
"1131","psi",NA,2018-10-26 20:44:00,2018-10-26 20:48:00,00:03:28,0.057812,NA,"psi",2018-10-26
"1132","psi",NA,2018-10-26 20:48:00,2018-10-26 21:01:00,00:13:40,0.2277832,NA,"psi",2018-10-26
"1133","review",NA,2018-10-28 20:07:00,2018-10-28 20:16:00,00:08:22,0.139514,NA,"psi",2018-10-28
"1134","review",NA,2018-10-28 20:26:00,2018-10-28 20:26:00,00:00:05,0.0015885,NA,"psi",2018-10-28
"1135","psi",NA,2018-10-28 20:26:00,2018-10-28 20:42:00,00:15:28,0.2580067,NA,"psi",2018-10-28
"1136","psi",NA,2018-10-28 20:52:00,2018-10-28 21:02:00,00:09:54,0.165022,NA,"psi",2018-10-28
"1137","review",NA,2018-10-28 21:09:00,2018-10-28 21:25:00,00:16:13,0.270404,NA,"psi",2018-10-28
"1138","review",NA,2018-10-28 21:52:00,2018-10-28 21:57:00,00:04:44,0.0790237,NA,"psi",2018-10-28
"1139","psi",NA,2018-10-28 22:05:00,2018-10-28 22:19:00,00:14:18,0.2384073,NA,"psi",2018-10-28
"1140","review",NA,2018-10-29 19:07:00,2018-10-29 19:09:00,00:02:26,0.0408223,NA,"psi",2018-10-29
"1141","psi",NA,2018-10-29 19:09:00,2018-10-29 19:10:00,00:01:16,0.021175,NA,"psi",2018-10-29
"1142","psi",NA,2018-10-29 19:10:00,2018-10-29 19:22:00,00:11:51,0.1976766,NA,"psi",2018-10-29
"1143","phi",NA,2018-10-29 19:22:00,2018-10-29 19:42:00,00:20:00,0.3335607,NA,"phi",2018-10-29
"1144","review",NA,2018-10-30 09:42:00,2018-10-30 09:47:00,00:04:37,0.0772168,NA,"psi",2018-10-30
"1145","psi",NA,2018-10-30 09:47:00,2018-10-30 09:53:00,00:06:09,0.1027049,NA,"psi",2018-10-30
"1146","psi",NA,2018-10-30 09:53:00,2018-10-30 09:53:00,00:00:43,0.0121732,NA,"psi",2018-10-30
"1147","phi",NA,2018-10-30 09:53:00,2018-10-30 09:53:00,00:00:03,0.0008765,NA,"phi",2018-10-30
"1148","phi",NA,2018-10-30 09:54:00,2018-10-30 09:55:00,00:01:28,0.0246097,NA,"phi",2018-10-30
"1149","theta",NA,2018-10-30 09:55:00,2018-10-30 09:56:00,00:00:14,0.0039274,NA,"theta",2018-10-30
"1150","theta",NA,2018-10-30 10:00:00,2018-10-30 10:01:00,00:01:08,0.0191321,NA,"theta",2018-10-30
"1151","psi",NA,2018-10-30 10:01:00,2018-10-30 10:02:00,00:01:01,0.0171864,NA,"psi",2018-10-30
"1152","phi",NA,2018-10-30 10:02:00,2018-10-30 10:31:00,00:29:22,0.4895954,NA,"phi",2018-10-30
"1153","theta",NA,2018-10-30 11:15:00,2018-10-30 11:16:00,00:00:32,0.0090761,NA,"theta",2018-10-30
"1154","psi",NA,2018-10-30 11:16:00,2018-10-30 11:16:00,00:00:39,0.0110164,NA,"psi",2018-10-30
"1155","review",NA,2018-10-30 11:16:00,2018-10-30 11:17:00,00:00:20,0.0057055,NA,"psi",2018-10-30
"1156","theta",NA,2018-10-30 11:17:00,2018-10-30 11:17:00,00:00:03,0.0010018,NA,"theta",2018-10-30
"1157","review",NA,2018-10-30 11:17:00,2018-10-30 11:17:00,00:00:42,0.0117963,NA,"psi",2018-10-30
"1158","theta",NA,2018-10-30 11:17:00,2018-10-30 11:23:00,00:05:38,0.0939284,NA,"theta",2018-10-30
"1159","theta",NA,2018-10-30 11:23:00,2018-10-30 11:23:00,00:00:00,0.0001854,NA,"theta",2018-10-30
"1160","review",NA,2018-11-01 10:08:00,2018-11-01 10:16:00,00:07:56,0.1324769,NA,"psi",2018-11-01
"1161","psi",NA,2018-11-01 10:16:00,2018-11-01 10:20:00,00:03:34,0.0595314,NA,"psi",2018-11-01
"1162","psi",NA,2018-11-01 10:20:00,2018-11-01 10:26:00,00:06:30,0.1084638,NA,"psi",2018-11-01
"1163","review",NA,2018-11-01 10:26:00,2018-11-01 10:26:00,00:00:21,0.0060809,NA,"psi",2018-11-01
"1164","phi",NA,2018-11-01 10:26:00,2018-11-01 10:31:00,00:04:09,0.0693983,NA,"phi",2018-11-01
"1165","theta",NA,2018-11-01 10:31:00,2018-11-01 10:35:00,00:04:17,0.0714238,NA,"theta",2018-11-01
"1166","review",NA,2018-11-01 10:35:00,2018-11-01 10:35:00,00:00:11,0.0032301,NA,"psi",2018-11-01
"1167","psi",NA,2018-11-01 10:35:00,2018-11-01 10:40:00,00:04:26,0.0740473,NA,"psi",2018-11-01
"1168","phi",NA,2018-11-01 11:34:00,2018-11-01 11:40:00,00:05:53,0.0980958,NA,"phi",2018-11-01
"1169","theta",NA,2018-11-01 11:40:00,2018-11-01 11:41:00,00:00:40,0.0112995,NA,"theta",2018-11-01
"1170","psi",NA,2018-11-01 11:50:00,2018-11-01 12:05:00,00:15:05,0.2513987,NA,"psi",2018-11-01
"1171","phi",NA,2018-11-01 12:05:00,2018-11-01 12:06:00,00:00:21,0.005885,NA,"phi",2018-11-01
"1172","review",NA,2018-11-01 12:06:00,2018-11-01 12:07:00,00:00:42,0.0117984,NA,"psi",2018-11-01
"1173","theta",NA,2018-11-01 12:07:00,2018-11-01 12:08:00,00:01:57,0.0327621,NA,"theta",2018-11-01
"1174","theta",NA,2018-11-01 12:08:00,2018-11-01 12:30:00,00:21:45,0.362564,NA,"theta",2018-11-01
"1175","theta",NA,2018-11-01 12:30:00,2018-11-01 12:44:00,00:13:30,0.2250745,NA,"theta",2018-11-01
"1176","review",NA,2018-11-01 12:44:00,2018-11-01 12:45:00,00:00:57,0.0158721,NA,"psi",2018-11-01
"1177","psi",NA,2018-11-01 12:47:00,2018-11-01 13:08:00,00:20:18,0.3384504,NA,"psi",2018-11-01
"1178","review",NA,2018-11-01 13:42:00,2018-11-01 13:42:00,00:00:03,0.0009821,NA,"psi",2018-11-01
"1179","psi",NA,2018-11-01 13:42:00,2018-11-01 14:02:00,00:20:11,0.3364213,NA,"psi",2018-11-01
"1180","phi",NA,2018-11-01 14:47:00,2018-11-01 15:07:00,00:20:17,0.3382073,NA,"phi",2018-11-01
"1181","theta",NA,2018-11-01 15:52:00,2018-11-01 16:09:00,00:16:28,0.2746521,NA,"theta",2018-11-01
"1182","phi",NA,2018-11-01 16:09:00,2018-11-01 16:13:00,00:04:00,0.0668696,NA,"phi",2018-11-01
"1183","psi",NA,2018-11-01 16:13:00,2018-11-01 16:18:00,00:05:01,0.0836773,NA,"psi",2018-11-01
"1184","theta",NA,2018-11-01 18:36:00,2018-11-01 18:42:00,00:06:11,0.1031781,NA,"theta",2018-11-01
"1185","review",NA,2018-11-01 20:19:00,2018-11-01 20:21:00,00:01:20,0.0222725,NA,"psi",2018-11-01
"1186","phi",NA,2018-11-01 20:21:00,2018-11-01 20:42:00,00:21:15,0.3543807,NA,"phi",2018-11-01
"1187","phi",NA,2018-11-01 20:54:00,2018-11-01 21:23:00,00:29:14,0.4873341,NA,"phi",2018-11-01
"1188","review",NA,2018-11-01 21:23:00,2018-11-01 21:26:00,00:02:46,0.0461749,NA,"psi",2018-11-01
"1189","phi",NA,2018-11-02 10:19:00,2018-11-02 11:01:00,00:41:25,0.6905165,NA,"phi",2018-11-02
"1190","review",NA,2018-11-03 09:09:00,2018-11-03 09:10:00,00:00:22,0.0062427,NA,"psi",2018-11-03
"1191","psi",NA,2018-11-03 09:10:00,2018-11-03 09:11:00,00:01:16,0.02138,NA,"psi",2018-11-03
"1192","psi",NA,2018-11-03 09:11:00,2018-11-03 09:11:00,00:00:24,0.0068979,NA,"psi",2018-11-03
"1193","community",NA,2018-11-03 09:11:00,2018-11-03 09:11:00,00:00:02,0.0006317,NA,"psi",2018-11-03
"1194","psi",NA,2018-11-03 09:11:00,2018-11-03 09:13:00,00:01:36,0.0269148,NA,"psi",2018-11-03
"1195","psi",NA,2018-11-03 09:13:00,2018-11-03 09:14:00,00:00:57,0.01597,NA,"psi",2018-11-03
"1196","review",NA,2018-11-03 09:16:00,2018-11-03 09:17:00,00:01:25,0.0236942,NA,"psi",2018-11-03
"1197","phi",NA,2018-11-03 15:18:00,2018-11-03 15:21:00,00:02:25,0.0404641,NA,"phi",2018-11-03
"1198","psi",NA,2018-11-03 15:21:00,2018-11-03 15:27:00,00:06:12,0.1035875,NA,"psi",2018-11-03
"1199","phi",NA,2018-11-03 15:27:00,2018-11-03 15:37:00,00:09:51,0.1642977,NA,"phi",2018-11-03
"1200","review",NA,2018-11-03 15:37:00,2018-11-03 15:37:00,00:00:08,0.0022461,NA,"psi",2018-11-03
"1201","psi",NA,2018-11-03 15:49:00,2018-11-03 16:10:00,00:21:09,0.3525358,NA,"psi",2018-11-03
"1202","phi",NA,2018-11-03 16:19:00,2018-11-03 16:41:00,00:22:16,0.371335,NA,"phi",2018-11-03
"1203","review",NA,2018-11-03 16:41:00,2018-11-03 16:43:00,00:01:18,0.0218512,NA,"psi",2018-11-03
"1204","theta",NA,2018-11-03 16:43:00,2018-11-03 16:44:00,00:01:00,0.0168106,NA,"theta",2018-11-03
"1205","psi",NA,2018-11-03 16:44:00,2018-11-03 16:55:00,00:10:49,0.1805087,NA,"psi",2018-11-03
"1206","phi",NA,2018-11-03 17:24:00,2018-11-03 17:49:00,00:25:21,0.422772,NA,"phi",2018-11-03
"1207","review",NA,2018-11-03 17:49:00,2018-11-03 17:49:00,00:00:14,0.0039362,NA,"psi",2018-11-03
"1208","phi",NA,2018-11-03 18:02:00,2018-11-03 18:04:00,00:02:27,0.04097,NA,"phi",2018-11-03
"1209","theta",NA,2018-11-03 18:07:00,2018-11-03 18:10:00,00:03:03,0.0508547,NA,"theta",2018-11-03
"1210","psi",NA,2018-11-03 18:13:00,2018-11-03 18:35:00,00:22:02,0.3672671,NA,"psi",2018-11-03
"1211","review",NA,2018-11-03 18:35:00,2018-11-03 18:37:00,00:01:46,0.0296977,NA,"psi",2018-11-03
"1212","psi",NA,2018-11-04 10:07:00,2018-11-04 10:10:00,00:02:56,0.0489078,NA,"psi",2018-11-04
"1213","psi",NA,2018-11-04 10:10:00,2018-11-04 10:11:00,00:00:46,0.0129568,NA,"psi",2018-11-04
"1214","psi",NA,2018-11-04 10:11:00,2018-11-04 10:17:00,00:06:16,0.1045676,NA,"psi",2018-11-04
"1215","psi",NA,2018-11-04 10:17:00,2018-11-04 10:19:00,00:01:42,0.0285971,NA,"psi",2018-11-04
"1216","psi",NA,2018-11-04 10:19:00,2018-11-04 10:32:00,00:13:16,0.221356,NA,"psi",2018-11-04
"1217","psi",NA,2018-11-04 10:41:00,2018-11-04 10:43:00,00:01:55,0.0320232,NA,"psi",2018-11-04
"1218","phi",NA,2018-11-04 10:43:00,2018-11-04 10:44:00,00:01:11,0.0198839,NA,"phi",2018-11-04
"1219","theta",NA,2018-11-04 11:04:00,2018-11-04 11:06:00,00:01:14,0.0206111,NA,"theta",2018-11-04
"1220","psi",NA,2018-11-04 11:06:00,2018-11-04 11:13:00,00:07:24,0.1235509,NA,"psi",2018-11-04
"1221","theta",NA,2018-11-04 11:47:00,2018-11-04 11:52:00,00:05:19,0.088654,NA,"theta",2018-11-04
"1222","psi",NA,2018-11-04 11:52:00,2018-11-04 11:54:00,00:01:29,0.0249174,NA,"psi",2018-11-04
"1223","review",NA,2018-11-04 11:54:00,2018-11-04 11:55:00,00:01:41,0.028311,NA,"psi",2018-11-04
"1224","phi",NA,2018-11-04 14:06:00,2018-11-04 14:27:00,00:20:26,0.3408071,NA,"phi",2018-11-04
"1225","review",NA,2018-11-04 14:27:00,2018-11-04 14:27:00,00:00:11,0.0031998,NA,"psi",2018-11-04
"1226","theta",NA,2018-11-04 14:27:00,2018-11-04 14:33:00,00:06:29,0.1081396,NA,"theta",2018-11-04
"1227","phi",NA,2018-11-04 14:33:00,2018-11-04 14:42:00,00:09:02,0.1506037,NA,"phi",2018-11-04
"1228","psi",NA,2018-11-04 14:42:00,2018-11-04 15:01:00,00:18:19,0.3055431,NA,"psi",2018-11-04
"1229","review",NA,2018-11-04 15:01:00,2018-11-04 15:01:00,00:00:24,0.006864,NA,"psi",2018-11-04
"1230","review",NA,2018-11-04 15:24:00,2018-11-04 15:25:00,00:00:34,0.0096221,NA,"psi",2018-11-04
"1231","phi",NA,2018-11-04 15:25:00,2018-11-04 15:48:00,00:22:31,0.3752982,NA,"phi",2018-11-04
"1232","review",NA,2018-11-04 15:48:00,2018-11-04 15:50:00,00:02:06,0.0351958,NA,"psi",2018-11-04
"1233","theta",NA,2018-11-04 16:55:00,2018-11-04 17:09:00,00:13:37,0.2269792,NA,"theta",2018-11-04
"1234","review",NA,2018-11-04 17:09:00,2018-11-04 17:14:00,00:04:49,0.0805472,NA,"psi",2018-11-04
